65, 65, 0, 0, 0
75, 65, 10, 0, 0
85, 65, 20, 0, 0
95, 65, 30, 0, 0
105, 65, 40, 0, 0
115, 65, 50, 0, 0
125, 65, 60, 0, 0
135, 65, 70, 0, 0
145, 65, 80, 1, 0
155, 65, 90, 1, 0
165, 65, 100, 2, 0
175, 65, 110, 2, 0
185, 65, 120, 3, 0
195, 65, 130, 3, 0
205, 65, 140, 3, 0
215, 65, 150, 3, 0
225, 65, 160, 3, 0
235, 65, 170, 2, 0
245, 65, 180, 2, 0
255, 65, 190, 1, 0
265, 65, 200, 1, 0
275, 65, 210, 0, 0
285, 65, 220, 0, 0
295, 65, 230, 0, 0
305, 65, 240, 0, 0
315, 65, 250, 0, 0
325, 65, 260, 0, 0
335, 65, 270, 0, 0
345, 65, 280, 0, 0
355, 65, 290, 0, 0
365, 65, 300, 0, 0
375, 65, 310, 0, 0
385, 65, 320, 0, 0
395, 65, 330, 1, 0
405, 65, 340, 2, 0
415, 65, 350, 4, 0
425, 65, 360, 4, 0
435, 65, 370, 4, 0
445, 65, 380, 4, 0
455, 65, 390, 4, 0
465, 65, 400, 2, 0
475, 65, 410, 1, 0
485, 65, 420, 0, 0
495, 65, 430, 0, 0
505, 65, 440, 0, 0
515, 65, 450, 0, 0
525, 65, 460, 0, 0
535, 65, 470, 0, 0
545, 65, 480, 0, 0
555, 65, 490, 0, 0
565, 65, 500, 0, 0
575, 65, 510, 0, 0
585, 65, 520, 0, 0
595, 65, 530, 0, 0
605, 65, 540, 0, 0
615, 65, 550, 0, 0
625, 65, 560, 0, 0
625, 75, 570, 0, 0
625, 85, 580, 0, 0
625, 95, 590, 0, 0
625, 105, 600, 0, 0
625, 115, 610, 0, 1
625, 125, 620, 0, 1
625, 135, 630, 0, 1
625, 145, 640, 0, 1
625, 155, 650, 1, 0
625, 165, 660, 2, 1
625, 175, 670, 3, 1
625, 185, 680, 3, 0
625, 195, 690, 3, 0
625, 205, 700, 0, 0
